Date,countryCode2,lat,long,Confirmed,Deaths,Recovered,Mortality/100
2020-01-22,AF,33,65,0,0,0,
2020-01-23,AF,33,65,0,0,0,
2020-01-24,AF,33,65,0,0,0,
2020-01-25,AF,33,65,0,0,0,
2020-01-26,AF,33,65,0,0,0,
2020-01-27,AF,33,65,0,0,0,
2020-01-28,AF,33,65,0,0,0,
2020-01-29,AF,33,65,0,0,0,
2020-01-30,AF,33,65,0,0,0,
2020-01-31,AF,33,65,0,0,0,
2020-02-01,AF,33,65,0,0,0,
2020-02-02,AF,33,65,0,0,0,
2020-02-03,AF,33,65,0,0,0,
2020-02-04,AF,33,65,0,0,0,
2020-02-05,AF,33,65,0,0,0,
2020-02-06,AF,33,65,0,0,0,
2020-02-07,AF,33,65,0,0,0,
2020-02-08,AF,33,65,0,0,0,
2020-02-09,AF,33,65,0,0,0,
2020-02-10,AF,33,65,0,0,0,
2020-02-11,AF,33,65,0,0,0,
2020-02-12,AF,33,65,0,0,0,
2020-02-13,AF,33,65,0,0,0,
2020-02-14,AF,33,65,0,0,0,
2020-02-15,AF,33,65,0,0,0,
2020-02-16,AF,33,65,0,0,0,
2020-02-17,AF,33,65,0,0,0,
2020-02-18,AF,33,65,0,0,0,
2020-02-19,AF,33,65,0,0,0,
2020-02-20,AF,33,65,0,0,0,
2020-02-21,AF,33,65,0,0,0,
2020-02-22,AF,33,65,0,0,0,
2020-02-23,AF,33,65,0,0,0,
2020-02-24,AF,33,65,1,0,0,0
2020-02-25,AF,33,65,1,0,0,0
2020-02-26,AF,33,65,1,0,0,0
2020-02-27,AF,33,65,1,0,0,0
2020-02-28,AF,33,65,1,0,0,0
2020-02-29,AF,33,65,1,0,0,0
2020-03-01,AF,33,65,1,0,0,0
2020-03-02,AF,33,65,1,0,0,0
2020-03-03,AF,33,65,1,0,0,0
2020-03-04,AF,33,65,1,0,0,0
2020-03-05,AF,33,65,1,0,0,0
2020-03-06,AF,33,65,1,0,0,0
2020-03-07,AF,33,65,1,0,0,0
2020-03-08,AF,33,65,4,0,0,0
2020-03-09,AF,33,65,4,0,0,0
2020-03-10,AF,33,65,5,0,0,0
2020-03-11,AF,33,65,7,0,0,0
2020-03-12,AF,33,65,7,0,0,0
2020-03-13,AF,33,65,7,0,0,0
2020-03-14,AF,33,65,11,0,0,0
2020-03-15,AF,33,65,16,0,0,0
2020-03-16,AF,33,65,21,0,1,0
2020-03-17,AF,33,65,22,0,1,0
2020-03-18,AF,33,65,22,0,1,0
2020-03-19,AF,33,65,22,0,1,0
2020-03-20,AF,33,65,24,0,1,0
2020-03-21,AF,33,65,24,0,1,0
2020-03-22,AF,33,65,40,1,1,2.5
2020-03-23,AF,33,65,40,1,1,2.5
2020-03-24,AF,33,65,74,1,1,1.351351351
2020-03-25,AF,33,65,84,2,2,2.380952381
2020-03-26,AF,33,65,94,4,2,4.255319149
2020-03-27,AF,33,65,110,4,2,3.636363636
2020-03-28,AF,33,65,110,4,2,3.636363636
2020-03-29,AF,33,65,120,4,2,3.333333333
2020-03-30,AF,33,65,170,4,2,2.352941176
2020-03-31,AF,33,65,174,4,5,2.298850575
2020-04-01,AF,33,65,237,4,5,1.687763713
2020-04-02,AF,33,65,273,6,10,2.197802198
2020-04-03,AF,33,65,281,6,10,2.135231317
2020-04-04,AF,33,65,299,7,10,2.341137124
2020-04-05,AF,33,65,349,7,15,2.005730659
2020-04-06,AF,33,65,367,11,18,2.997275204
2020-04-07,AF,33,65,423,14,18,3.309692671
2020-04-08,AF,33,65,444,14,29,3.153153153
2020-04-09,AF,33,65,484,15,32,3.099173554
2020-04-10,AF,33,65,521,15,32,2.879078695
2020-04-11,AF,33,65,555,18,32,3.243243243
2020-04-12,AF,33,65,607,18,32,2.965403624
2020-04-13,AF,33,65,665,21,32,3.157894737
2020-04-14,AF,33,65,714,23,40,3.221288515
2020-04-15,AF,33,65,784,25,43,3.18877551
2020-04-16,AF,33,65,840,30,54,3.571428571
2020-04-17,AF,33,65,906,30,99,3.311258278
2020-04-18,AF,33,65,933,30,112,3.215434084
2020-04-19,AF,33,65,996,33,131,3.313253012
2020-04-20,AF,33,65,1026,36,135,3.50877193
2020-04-21,AF,33,65,1092,36,150,3.296703297
2020-04-22,AF,33,65,1176,40,166,3.401360544
2020-04-23,AF,33,65,1279,42,179,3.283815481
2020-04-24,AF,33,65,1351,43,188,3.182827535
2020-04-25,AF,33,65,1463,47,188,3.212576897
2020-04-26,AF,33,65,1531,50,207,3.265839321
2020-04-27,AF,33,65,1703,57,220,3.347034645
2020-04-28,AF,33,65,1828,58,228,3.172866521
2020-04-29,AF,33,65,1939,60,252,3.094378546
2020-04-30,AF,33,65,2171,64,260,2.947950253
2020-05-01,AF,33,65,2335,68,310,2.912205567
2020-05-02,AF,33,65,2469,72,331,2.916160389
2020-05-03,AF,33,65,2704,85,345,3.143491124
2020-05-04,AF,33,65,2894,90,397,3.109882516
2020-05-05,AF,33,65,3224,95,421,2.946650124
2020-05-06,AF,33,65,3392,104,458,3.066037736
2020-05-07,AF,33,65,3563,106,468,2.97502105
2020-05-08,AF,33,65,3778,109,472,2.885124404
2020-05-09,AF,33,65,4033,115,502,2.851475329
2020-05-10,AF,33,65,4402,120,558,2.726033621
2020-05-11,AF,33,65,4687,122,558,2.602944314
2020-05-12,AF,33,65,4963,127,610,2.558936127
2020-05-13,AF,33,65,5226,132,648,2.525832377
2020-05-14,AF,33,65,5639,136,691,2.411775137
2020-05-15,AF,33,65,6053,153,745,2.527672229
2020-05-16,AF,33,65,6402,168,745,2.624179944
2020-05-17,AF,33,65,6664,169,778,2.536014406
2020-05-18,AF,33,65,7072,173,801,2.446266968
2020-05-19,AF,33,65,7653,178,850,2.325885274
2020-05-20,AF,33,65,8145,187,930,2.295887047
2020-05-21,AF,33,65,8676,193,938,2.224527432
2020-05-22,AF,33,65,9216,205,996,2.224392361
2020-05-23,AF,33,65,9998,216,1040,2.160432086
2020-05-24,AF,33,65,10582,218,1075,2.06010206
2020-05-25,AF,33,65,11173,219,1097,1.960082341
2020-05-26,AF,33,65,11831,220,1128,1.859521596
2020-05-27,AF,33,65,12456,227,1138,1.8224149
2020-05-28,AF,33,65,13036,235,1209,1.802700215
2020-05-29,AF,33,65,13659,246,1259,1.801010323
2020-05-30,AF,33,65,14525,249,1303,1.714285714
2020-05-31,AF,33,65,15205,257,1328,1.690233476
2020-06-01,AF,33,65,15750,265,1428,1.682539683
2020-06-02,AF,33,65,16509,270,1450,1.635471561
2020-06-03,AF,33,65,17267,294,1522,1.702669833
2020-06-04,AF,33,65,18054,300,1585,1.661681622
2020-01-22,AL,41.1533,20.1683,0,0,0,
2020-01-23,AL,41.1533,20.1683,0,0,0,
2020-01-24,AL,41.1533,20.1683,0,0,0,
2020-01-25,AL,41.1533,20.1683,0,0,0,
2020-01-26,AL,41.1533,20.1683,0,0,0,
2020-01-27,AL,41.1533,20.1683,0,0,0,
2020-01-28,AL,41.1533,20.1683,0,0,0,
2020-01-29,AL,41.1533,20.1683,0,0,0,
2020-01-30,AL,41.1533,20.1683,0,0,0,
2020-01-31,AL,41.1533,20.1683,0,0,0,
2020-02-01,AL,41.1533,20.1683,0,0,0,
2020-02-02,AL,41.1533,20.1683,0,0,0,
2020-02-03,AL,41.1533,20.1683,0,0,0,
2020-02-04,AL,41.1533,20.1683,0,0,0,
2020-02-05,AL,41.1533,20.1683,0,0,0,
2020-02-06,AL,41.1533,20.1683,0,0,0,
2020-02-07,AL,41.1533,20.1683,0,0,0,
2020-02-08,AL,41.1533,20.1683,0,0,0,
2020-02-09,AL,41.1533,20.1683,0,0,0,
2020-02-10,AL,41.1533,20.1683,0,0,0,
2020-02-11,AL,41.1533,20.1683,0,0,0,
2020-02-12,AL,41.1533,20.1683,0,0,0,
2020-02-13,AL,41.1533,20.1683,0,0,0,
2020-02-14,AL,41.1533,20.1683,0,0,0,
2020-02-15,AL,41.1533,20.1683,0,0,0,
2020-02-16,AL,41.1533,20.1683,0,0,0,
2020-02-17,AL,41.1533,20.1683,0,0,0,
2020-02-18,AL,41.1533,20.1683,0,0,0,
2020-02-19,AL,41.1533,20.1683,0,0,0,
2020-02-20,AL,41.1533,20.1683,0,0,0,
2020-02-21,AL,41.1533,20.1683,0,0,0,
2020-02-22,AL,41.1533,20.1683,0,0,0,
2020-02-23,AL,41.1533,20.1683,0,0,0,
2020-02-24,AL,41.1533,20.1683,0,0,0,
2020-02-25,AL,41.1533,20.1683,0,0,0,
2020-02-26,AL,41.1533,20.1683,0,0,0,
2020-02-27,AL,41.1533,20.1683,0,0,0,
2020-02-28,AL,41.1533,20.1683,0,0,0,
2020-02-29,AL,41.1533,20.1683,0,0,0,
2020-03-01,AL,41.1533,20.1683,0,0,0,
2020-03-02,AL,41.1533,20.1683,0,0,0,
2020-03-03,AL,41.1533,20.1683,0,0,0,
2020-03-04,AL,41.1533,20.1683,0,0,0,
2020-03-05,AL,41.1533,20.1683,0,0,0,
2020-03-06,AL,41.1533,20.1683,0,0,0,
2020-03-07,AL,41.1533,20.1683,0,0,0,
2020-03-08,AL,41.1533,20.1683,0,0,0,
2020-03-09,AL,41.1533,20.1683,2,0,0,0
2020-03-10,AL,41.1533,20.1683,10,0,0,0
2020-03-11,AL,41.1533,20.1683,12,1,0,8.333333333
2020-03-12,AL,41.1533,20.1683,23,1,0,4.347826087
2020-03-13,AL,41.1533,20.1683,33,1,0,3.03030303
2020-03-14,AL,41.1533,20.1683,38,1,0,2.631578947
2020-03-15,AL,41.1533,20.1683,42,1,0,2.380952381
2020-03-16,AL,41.1533,20.1683,51,1,0,1.960784314
2020-03-17,AL,41.1533,20.1683,55,1,0,1.818181818
2020-03-18,AL,41.1533,20.1683,59,2,0,3.389830508
2020-03-19,AL,41.1533,20.1683,64,2,0,3.125
2020-03-20,AL,41.1533,20.1683,70,2,0,2.857142857
2020-03-21,AL,41.1533,20.1683,76,2,2,2.631578947
2020-03-22,AL,41.1533,20.1683,89,2,2,2.247191011
2020-03-23,AL,41.1533,20.1683,104,4,2,3.846153846
2020-03-24,AL,41.1533,20.1683,123,5,10,4.06504065
2020-03-25,AL,41.1533,20.1683,146,5,17,3.424657534
2020-03-26,AL,41.1533,20.1683,174,6,17,3.448275862
2020-03-27,AL,41.1533,20.1683,186,8,31,4.301075269
2020-03-28,AL,41.1533,20.1683,197,10,31,5.076142132
2020-03-29,AL,41.1533,20.1683,212,10,33,4.716981132
2020-03-30,AL,41.1533,20.1683,223,11,44,4.932735426
2020-03-31,AL,41.1533,20.1683,243,15,52,6.172839506
2020-04-01,AL,41.1533,20.1683,259,15,67,5.791505792
2020-04-02,AL,41.1533,20.1683,277,16,76,5.776173285
2020-04-03,AL,41.1533,20.1683,304,17,89,5.592105263
2020-04-04,AL,41.1533,20.1683,333,20,99,6.006006006
2020-04-05,AL,41.1533,20.1683,361,20,104,5.540166205
2020-04-06,AL,41.1533,20.1683,377,21,116,5.570291777
2020-04-07,AL,41.1533,20.1683,383,22,131,5.744125326
2020-04-08,AL,41.1533,20.1683,400,22,154,5.5
2020-04-09,AL,41.1533,20.1683,409,23,165,5.623471883
2020-04-10,AL,41.1533,20.1683,416,23,182,5.528846154
2020-04-11,AL,41.1533,20.1683,433,23,197,5.311778291
2020-04-12,AL,41.1533,20.1683,446,23,217,5.156950673
2020-04-13,AL,41.1533,20.1683,467,23,232,4.925053533
2020-04-14,AL,41.1533,20.1683,475,24,248,5.052631579
2020-04-15,AL,41.1533,20.1683,494,25,251,5.060728745
2020-04-16,AL,41.1533,20.1683,518,26,277,5.019305019
2020-04-17,AL,41.1533,20.1683,539,26,283,4.823747681
2020-04-18,AL,41.1533,20.1683,548,26,302,4.744525547
2020-04-19,AL,41.1533,20.1683,562,26,314,4.62633452
2020-04-20,AL,41.1533,20.1683,584,26,327,4.452054795
2020-04-21,AL,41.1533,20.1683,609,26,345,4.269293924
2020-04-22,AL,41.1533,20.1683,634,27,356,4.258675079
2020-04-23,AL,41.1533,20.1683,663,27,385,4.07239819
2020-04-24,AL,41.1533,20.1683,678,27,394,3.982300885
2020-04-25,AL,41.1533,20.1683,712,27,403,3.792134831
2020-04-26,AL,41.1533,20.1683,726,28,410,3.856749311
2020-04-27,AL,41.1533,20.1683,736,28,422,3.804347826
2020-04-28,AL,41.1533,20.1683,750,30,431,4
2020-04-29,AL,41.1533,20.1683,766,30,455,3.916449086
2020-04-30,AL,41.1533,20.1683,773,31,470,4.010349288
2020-05-01,AL,41.1533,20.1683,782,31,488,3.964194373
2020-05-02,AL,41.1533,20.1683,789,31,519,3.929024081
2020-05-03,AL,41.1533,20.1683,795,31,531,3.899371069
2020-05-04,AL,41.1533,20.1683,803,31,543,3.860523039
2020-05-05,AL,41.1533,20.1683,820,31,570,3.780487805
2020-05-06,AL,41.1533,20.1683,832,31,595,3.725961538
2020-05-07,AL,41.1533,20.1683,842,31,605,3.681710214
2020-05-08,AL,41.1533,20.1683,850,31,620,3.647058824
2020-05-09,AL,41.1533,20.1683,856,31,627,3.621495327
2020-05-10,AL,41.1533,20.1683,868,31,650,3.571428571
2020-05-11,AL,41.1533,20.1683,872,31,654,3.555045872
2020-05-12,AL,41.1533,20.1683,876,31,682,3.538812785
2020-05-13,AL,41.1533,20.1683,880,31,688,3.522727273
2020-05-14,AL,41.1533,20.1683,898,31,694,3.452115813
2020-05-15,AL,41.1533,20.1683,916,31,705,3.384279476
2020-05-16,AL,41.1533,20.1683,933,31,714,3.32261522
2020-05-17,AL,41.1533,20.1683,946,31,715,3.276955603
2020-05-18,AL,41.1533,20.1683,948,31,727,3.270042194
2020-05-19,AL,41.1533,20.1683,949,31,742,3.266596417
2020-05-20,AL,41.1533,20.1683,964,31,758,3.215767635
2020-05-21,AL,41.1533,20.1683,969,31,771,3.199174407
2020-05-22,AL,41.1533,20.1683,981,31,777,3.160040775
2020-05-23,AL,41.1533,20.1683,989,31,783,3.134479272
2020-05-24,AL,41.1533,20.1683,998,32,789,3.206412826
2020-05-25,AL,41.1533,20.1683,1004,32,795,3.187250996
2020-05-26,AL,41.1533,20.1683,1029,33,803,3.206997085
2020-05-27,AL,41.1533,20.1683,1050,33,812,3.142857143
2020-05-28,AL,41.1533,20.1683,1076,33,823,3.066914498
2020-05-29,AL,41.1533,20.1683,1099,33,851,3.002729754
2020-05-30,AL,41.1533,20.1683,1122,33,857,2.941176471
2020-05-31,AL,41.1533,20.1683,1137,33,872,2.90237467
2020-06-01,AL,41.1533,20.1683,1143,33,877,2.887139108
2020-06-02,AL,41.1533,20.1683,1164,33,891,2.835051546
2020-06-03,AL,41.1533,20.1683,1184,33,898,2.787162162
2020-06-04,AL,41.1533,20.1683,1197,33,898,2.756892231
2020-01-22,DZ,28.0339,1.6596,0,0,0,
2020-01-23,DZ,28.0339,1.6596,0,0,0,
2020-01-24,DZ,28.0339,1.6596,0,0,0,
2020-01-25,DZ,28.0339,1.6596,0,0,0,
2020-01-26,DZ,28.0339,1.6596,0,0,0,
2020-01-27,DZ,28.0339,1.6596,0,0,0,
2020-01-28,DZ,28.0339,1.6596,0,0,0,
2020-01-29,DZ,28.0339,1.6596,0,0,0,
2020-01-30,DZ,28.0339,1.6596,0,0,0,
2020-01-31,DZ,28.0339,1.6596,0,0,0,
2020-02-01,DZ,28.0339,1.6596,0,0,0,
2020-02-02,DZ,28.0339,1.6596,0,0,0,
2020-02-03,DZ,28.0339,1.6596,0,0,0,
2020-02-04,DZ,28.0339,1.6596,0,0,0,
2020-02-05,DZ,28.0339,1.6596,0,0,0,
2020-02-06,DZ,28.0339,1.6596,0,0,0,
2020-02-07,DZ,28.0339,1.6596,0,0,0,
2020-02-08,DZ,28.0339,1.6596,0,0,0,
2020-02-09,DZ,28.0339,1.6596,0,0,0,
2020-02-10,DZ,28.0339,1.6596,0,0,0,
2020-02-11,DZ,28.0339,1.6596,0,0,0,
2020-02-12,DZ,28.0339,1.6596,0,0,0,
2020-02-13,DZ,28.0339,1.6596,0,0,0,
2020-02-14,DZ,28.0339,1.6596,0,0,0,
2020-02-15,DZ,28.0339,1.6596,0,0,0,
2020-02-16,DZ,28.0339,1.6596,0,0,0,
2020-02-17,DZ,28.0339,1.6596,0,0,0,
2020-02-18,DZ,28.0339,1.6596,0,0,0,
2020-02-19,DZ,28.0339,1.6596,0,0,0,
2020-02-20,DZ,28.0339,1.6596,0,0,0,
2020-02-21,DZ,28.0339,1.6596,0,0,0,
2020-02-22,DZ,28.0339,1.6596,0,0,0,
2020-02-23,DZ,28.0339,1.6596,0,0,0,
2020-02-24,DZ,28.0339,1.6596,0,0,0,
2020-02-25,DZ,28.0339,1.6596,1,0,0,0
2020-02-26,DZ,28.0339,1.6596,1,0,0,0
2020-02-27,DZ,28.0339,1.6596,1,0,0,0
2020-02-28,DZ,28.0339,1.6596,1,0,0,0
2020-02-29,DZ,28.0339,1.6596,1,0,0,0
2020-03-01,DZ,28.0339,1.6596,1,0,0,0
2020-03-02,DZ,28.0339,1.6596,3,0,0,0
2020-03-03,DZ,28.0339,1.6596,5,0,0,0
2020-03-04,DZ,28.0339,1.6596,12,0,0,0
2020-03-05,DZ,28.0339,1.6596,12,0,0,0
2020-03-06,DZ,28.0339,1.6596,17,0,0,0
2020-03-07,DZ,28.0339,1.6596,17,0,0,0
2020-03-08,DZ,28.0339,1.6596,19,0,0,0
2020-03-09,DZ,28.0339,1.6596,20,0,0,0
2020-03-10,DZ,28.0339,1.6596,20,0,0,0
2020-03-11,DZ,28.0339,1.6596,20,0,0,0
2020-03-12,DZ,28.0339,1.6596,24,1,8,4.166666667
2020-03-13,DZ,28.0339,1.6596,26,2,8,7.692307692
2020-03-14,DZ,28.0339,1.6596,37,3,12,8.108108108
2020-03-15,DZ,28.0339,1.6596,48,4,12,8.333333333
2020-03-16,DZ,28.0339,1.6596,54,4,12,7.407407407
2020-03-17,DZ,28.0339,1.6596,60,4,12,6.666666667
2020-03-18,DZ,28.0339,1.6596,74,7,12,9.459459459
2020-03-19,DZ,28.0339,1.6596,87,9,32,10.34482759
2020-03-20,DZ,28.0339,1.6596,90,11,32,12.22222222
2020-03-21,DZ,28.0339,1.6596,139,15,32,10.79136691
2020-03-22,DZ,28.0339,1.6596,201,17,65,8.457711443
2020-03-23,DZ,28.0339,1.6596,230,17,65,7.391304348
2020-03-24,DZ,28.0339,1.6596,264,19,24,7.196969697
2020-03-25,DZ,28.0339,1.6596,302,21,65,6.953642384
2020-03-26,DZ,28.0339,1.6596,367,25,29,6.811989101
2020-03-27,DZ,28.0339,1.6596,409,26,29,6.356968215
2020-03-28,DZ,28.0339,1.6596,454,29,31,6.387665198
2020-03-29,DZ,28.0339,1.6596,511,31,31,6.066536204
2020-03-30,DZ,28.0339,1.6596,584,35,37,5.993150685
2020-03-31,DZ,28.0339,1.6596,716,44,46,6.145251397
2020-04-01,DZ,28.0339,1.6596,847,58,61,6.847697757
2020-04-02,DZ,28.0339,1.6596,986,86,61,8.722109533
2020-04-03,DZ,28.0339,1.6596,1171,105,62,8.966695132
2020-04-04,DZ,28.0339,1.6596,1251,130,90,10.39168665
2020-04-05,DZ,28.0339,1.6596,1320,152,90,11.51515152
2020-04-06,DZ,28.0339,1.6596,1423,173,90,12.15741391
2020-04-07,DZ,28.0339,1.6596,1468,193,113,13.14713896
2020-04-08,DZ,28.0339,1.6596,1572,205,237,13.04071247
2020-04-09,DZ,28.0339,1.6596,1666,235,347,14.10564226
2020-04-10,DZ,28.0339,1.6596,1761,256,405,14.53719478
2020-04-11,DZ,28.0339,1.6596,1825,275,460,15.06849315
2020-04-12,DZ,28.0339,1.6596,1914,293,591,15.30825496
2020-04-13,DZ,28.0339,1.6596,1983,313,601,15.78416541
2020-04-14,DZ,28.0339,1.6596,2070,326,691,15.74879227
2020-04-15,DZ,28.0339,1.6596,2160,336,708,15.55555556
2020-04-16,DZ,28.0339,1.6596,2268,348,783,15.34391534
2020-04-17,DZ,28.0339,1.6596,2418,364,846,15.05376344
2020-04-18,DZ,28.0339,1.6596,2534,367,894,14.48303078
2020-04-19,DZ,28.0339,1.6596,2629,375,1047,14.2639787
2020-04-20,DZ,28.0339,1.6596,2718,384,1099,14.12803532
2020-04-21,DZ,28.0339,1.6596,2811,392,1152,13.94521523
2020-04-22,DZ,28.0339,1.6596,2910,402,1204,13.81443299
2020-04-23,DZ,28.0339,1.6596,3007,407,1355,13.5350848
2020-04-24,DZ,28.0339,1.6596,3127,415,1408,13.27150624
2020-04-25,DZ,28.0339,1.6596,3256,419,1479,12.86855037
2020-04-26,DZ,28.0339,1.6596,3382,425,1508,12.56652868
2020-04-27,DZ,28.0339,1.6596,3517,432,1558,12.28319591
2020-04-28,DZ,28.0339,1.6596,3649,437,1651,11.9758838
2020-04-29,DZ,28.0339,1.6596,3848,444,1702,11.53846154
2020-04-30,DZ,28.0339,1.6596,4006,450,1779,11.23315027
2020-05-01,DZ,28.0339,1.6596,4154,453,1821,10.90515166
2020-05-02,DZ,28.0339,1.6596,4295,459,1872,10.68684517
2020-05-03,DZ,28.0339,1.6596,4474,463,1936,10.34868127
2020-05-04,DZ,28.0339,1.6596,4648,465,1998,10.00430293
2020-05-05,DZ,28.0339,1.6596,4838,470,2067,9.714758165
2020-05-06,DZ,28.0339,1.6596,4997,476,2197,9.525715429
2020-05-07,DZ,28.0339,1.6596,5182,483,2323,9.320725589
2020-05-08,DZ,28.0339,1.6596,5369,488,2467,9.089215869
2020-05-09,DZ,28.0339,1.6596,5558,494,2546,8.888089241
2020-05-10,DZ,28.0339,1.6596,5723,502,2678,8.771623275
2020-05-11,DZ,28.0339,1.6596,5891,507,2841,8.606348667
2020-05-12,DZ,28.0339,1.6596,6067,515,2998,8.488544585
2020-05-13,DZ,28.0339,1.6596,6253,522,3058,8.347992963
2020-05-14,DZ,28.0339,1.6596,6442,529,3158,8.211735486
2020-05-15,DZ,28.0339,1.6596,6629,536,3271,8.085684115
2020-05-16,DZ,28.0339,1.6596,6821,542,3409,7.946048966
2020-05-17,DZ,28.0339,1.6596,7019,548,3507,7.807379969
2020-05-18,DZ,28.0339,1.6596,7201,555,3625,7.70726288
2020-05-19,DZ,28.0339,1.6596,7377,561,3746,7.604717365
2020-05-20,DZ,28.0339,1.6596,7542,568,3968,7.531158844
2020-05-21,DZ,28.0339,1.6596,7728,575,4062,7.44047619
2020-05-22,DZ,28.0339,1.6596,7918,582,4256,7.350340995
2020-05-23,DZ,28.0339,1.6596,8113,592,4426,7.296930852
2020-05-24,DZ,28.0339,1.6596,8306,600,4784,7.223693715
2020-05-25,DZ,28.0339,1.6596,8503,609,4747,7.162178055
2020-05-26,DZ,28.0339,1.6596,8697,617,4918,7.094400368
2020-05-27,DZ,28.0339,1.6596,8857,623,5129,7.033984419
2020-05-28,DZ,28.0339,1.6596,8997,630,5277,7.002334111
2020-05-29,DZ,28.0339,1.6596,9134,638,5422,6.984891614
2020-05-30,DZ,28.0339,1.6596,9267,646,5549,6.970972267
2020-05-31,DZ,28.0339,1.6596,9394,653,5748,6.951245476
2020-06-01,DZ,28.0339,1.6596,9513,661,5894,6.948386419
2020-06-02,DZ,28.0339,1.6596,9626,667,6067,6.929150218
2020-06-03,DZ,28.0339,1.6596,9733,673,6218,6.914620364
2020-06-04,DZ,28.0339,1.6596,9831,681,6297,6.92706744
2020-01-22,AD,42.5063,1.5218,0,0,0,
2020-01-23,AD,42.5063,1.5218,0,0,0,
2020-01-24,AD,42.5063,1.5218,0,0,0,
2020-01-25,AD,42.5063,1.5218,0,0,0,
2020-01-26,AD,42.5063,1.5218,0,0,0,
2020-01-27,AD,42.5063,1.5218,0,0,0,
2020-01-28,AD,42.5063,1.5218,0,0,0,
2020-01-29,AD,42.5063,1.5218,0,0,0,
2020-01-30,AD,42.5063,1.5218,0,0,0,
2020-01-31,AD,42.5063,1.5218,0,0,0,
2020-02-01,AD,42.5063,1.5218,0,0,0,
2020-02-02,AD,42.5063,1.5218,0,0,0,
2020-02-03,AD,42.5063,1.5218,0,0,0,
2020-02-04,AD,42.5063,1.5218,0,0,0,
2020-02-05,AD,42.5063,1.5218,0,0,0,
2020-02-06,AD,42.5063,1.5218,0,0,0,
2020-02-07,AD,42.5063,1.5218,0,0,0,
2020-02-08,AD,42.5063,1.5218,0,0,0,
2020-02-09,AD,42.5063,1.5218,0,0,0,
2020-02-10,AD,42.5063,1.5218,0,0,0,
2020-02-11,AD,42.5063,1.5218,0,0,0,
2020-02-12,AD,42.5063,1.5218,0,0,0,
2020-02-13,AD,42.5063,1.5218,0,0,0,
2020-02-14,AD,42.5063,1.5218,0,0,0,
2020-02-15,AD,42.5063,1.5218,0,0,0,
2020-02-16,AD,42.5063,1.5218,0,0,0,
2020-02-17,AD,42.5063,1.5218,0,0,0,
2020-02-18,AD,42.5063,1.5218,0,0,0,
2020-02-19,AD,42.5063,1.5218,0,0,0,
2020-02-20,AD,42.5063,1.5218,0,0,0,
2020-02-21,AD,42.5063,1.5218,0,0,0,
2020-02-22,AD,42.5063,1.5218,0,0,0,
2020-02-23,AD,42.5063,1.5218,0,0,0,
2020-02-24,AD,42.5063,1.5218,0,0,0,
2020-02-25,AD,42.5063,1.5218,0,0,0,
2020-02-26,AD,42.5063,1.5218,0,0,0,
2020-02-27,AD,42.5063,1.5218,0,0,0,
2020-02-28,AD,42.5063,1.5218,0,0,0,
2020-02-29,AD,42.5063,1.5218,0,0,0,
2020-03-01,AD,42.5063,1.5218,0,0,0,
2020-03-02,AD,42.5063,1.5218,1,0,0,0
2020-03-03,AD,42.5063,1.5218,1,0,0,0
2020-03-04,AD,42.5063,1.5218,1,0,0,0
2020-03-05,AD,42.5063,1.5218,1,0,0,0
2020-03-06,AD,42.5063,1.5218,1,0,0,0
2020-03-07,AD,42.5063,1.5218,1,0,0,0
2020-03-08,AD,42.5063,1.5218,1,0,0,0
2020-03-09,AD,42.5063,1.5218,1,0,0,0
2020-03-10,AD,42.5063,1.5218,1,0,0,0
2020-03-11,AD,42.5063,1.5218,1,0,0,0
2020-03-12,AD,42.5063,1.5218,1,0,1,0
2020-03-13,AD,42.5063,1.5218,1,0,0,0
2020-03-14,AD,42.5063,1.5218,1,0,1,0
2020-03-15,AD,42.5063,1.5218,1,0,1,0
2020-03-16,AD,42.5063,1.5218,2,0,1,0
2020-03-17,AD,42.5063,1.5218,39,0,1,0
2020-03-18,AD,42.5063,1.5218,39,0,1,0
2020-03-19,AD,42.5063,1.5218,53,0,1,0
2020-03-20,AD,42.5063,1.5218,75,0,1,0
2020-03-21,AD,42.5063,1.5218,88,0,1,0
2020-03-22,AD,42.5063,1.5218,113,1,1,0.884955752
2020-03-23,AD,42.5063,1.5218,133,1,1,0.751879699
2020-03-24,AD,42.5063,1.5218,164,1,1,0.609756098
2020-03-25,AD,42.5063,1.5218,188,1,1,0.531914894
2020-03-26,AD,42.5063,1.5218,224,3,1,1.339285714
2020-03-27,AD,42.5063,1.5218,267,3,1,1.123595506
2020-03-28,AD,42.5063,1.5218,308,3,1,0.974025974
2020-03-29,AD,42.5063,1.5218,334,6,1,1.796407186
2020-03-30,AD,42.5063,1.5218,370,8,10,2.162162162
2020-03-31,AD,42.5063,1.5218,376,12,10,3.191489362
2020-04-01,AD,42.5063,1.5218,390,14,10,3.58974359
2020-04-02,AD,42.5063,1.5218,428,15,10,3.504672897
2020-04-03,AD,42.5063,1.5218,439,16,16,3.644646925
2020-04-04,AD,42.5063,1.5218,466,17,21,3.64806867
2020-04-05,AD,42.5063,1.5218,501,18,26,3.592814371
2020-04-06,AD,42.5063,1.5218,525,21,31,4
2020-04-07,AD,42.5063,1.5218,545,22,39,4.036697248
2020-04-08,AD,42.5063,1.5218,564,23,52,4.078014184
2020-04-09,AD,42.5063,1.5218,583,25,58,4.288164666
